id,item_id,item_name,item_name_en,group_id,group_name,group_kind,equipment_type_id,fabric_type,effects_json,max_hp,max_mp,attack,defense,charm,agility,dexterity,magic_attack,healing_power,job_override_mode,craft_level,equip_level,recipe_book,recipe_place,description,slot,slot_grid_type,slot_grid_cols,materials_json,slot_grid_json,source_url,detail_url,default_price,weight,created_at,updated_at
1118,bougu_65_1_body_bottom,歌詠みのころも下,"Poet's Attire Bottom",set_9a605cc8ff,歌詠みセット,tailoring_set,19,再生布,"[""さいだいMP+8"", ""こうげき魔力+10"", ""かいふく魔力+10"", ""おしゃれさ+45"", ""呪文発動速度+3%""]",,,,22,15,,,,,replace,35,65,歌詠みのころも作成法,ジュレットの町・さいほうギルドの素材屋,,体下,裁縫下,2,"[{""count"": 10, ""item_id"": 762}, {""count"": 20, ""item_id"": 666}, {""count"": 20, ""item_id"": 760}, {""count"": 1, ""item_id"": 782}, {""count"": 10, ""item_id"": 547}]","[[""85"", ""85""], [""105"", ""105""], [""150"", ""150""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-65-2.php,,5,"2026-03-12 01:45:13","2026-07-23 15:19:02"
1119,bougu_65_1_arm,歌詠みのブレス,"Poet's Bracelets",set_9a605cc8ff,歌詠みセット,tailoring_set,19,再生布,"[""さいだいMP+8"", ""こうげき魔力+10"", ""かいふく魔力+10"", ""おしゃれさ+45"", ""呪文発動速度+3%""]",,,,8,9,,49,,,replace,35,65,歌詠みのころも作成法,ジュレットの町・さいほうギルドの素材屋,,腕,裁縫腕,3,"[{""count"": 10, ""item_id"": 762}, {""count"": 5, ""item_id"": 835}, {""count"": 10, ""item_id"": 638}, {""count"": 1, ""item_id"": 782}, {""count"": 10, ""item_id"": 547}]","[[""115"", ""70"", ""155""], [""115"", ""155"", ""70""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-65-3.php,,2,"2026-03-12 01:45:13","2026-07-23 15:19:02"
1120,bougu_65_1_foot,歌詠みの脚帯,"Poet's Boots",set_9a605cc8ff,歌詠みセット,tailoring_set,19,再生布,"[""さいだいMP+8"", ""こうげき魔力+10"", ""かいふく魔力+10"", ""おしゃれさ+45"", ""呪文発動速度+3%""]",,,,8,9,49,,,,replace,35,65,歌詠みのころも作成法,ジュレットの町・さいほうギルドの素材屋,,足,裁縫足,2,"[{""count"": 10, ""item_id"": 762}, {""count"": 10, ""item_id"": 767}, {""count"": 5, ""item_id"": 867}, {""count"": 1, ""item_id"": 782}, {""count"": 10, ""item_id"": 547}]","[[""185"", ""155""], [""155"", ""185""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-65-3.php,,2,"2026-03-12 01:45:13","2026-07-23 15:19:02"
1121,bougu_65_2_head,大賢者のミトラ,"Supreme Sage's Mitre",set_32a127152e,大賢者セット,tailoring_set,19,再生布,"[""さいだいHP+5"", ""さいだいMP+6"", ""こうげき魔力+10"", ""かいふく魔力+5"", ""おしゃれさ+30""]",,,,27,13,,,27,30,inherit,35,65,大賢者のほういの書,ジュレットの町・さいほうギルドの素材屋,,頭,裁縫頭,3,"[{""count"": 30, ""item_id"": 669}, {""count"": 40, ""item_id"": 800}, {""count"": 40, ""item_id"": 840}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[null, ""200"", null], [""160"", ""160"", ""160""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-65-9.php,,4,"2026-03-12 01:45:16","2026-07-23 15:19:02"
1122,bougu_65_2_body_top,大賢者のほうい,"Supreme Sage's Attire",set_32a127152e,大賢者セット,tailoring_set,19,再生布,"[""さいだいHP+5"", ""さいだいMP+6"", ""こうげき魔力+10"", ""かいふく魔力+5"", ""おしゃれさ+30""]",,,,39,24,,,37,40,inherit,35,65,大賢者のほういの書,ジュレットの町・さいほうギルドの素材屋,,体上,裁縫上,3,"[{""count"": 30, ""item_id"": 669}, {""count"": 20, ""item_id"": 697}, {""count"": 30, ""item_id"": 848}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""70"", ""60"", ""70""], [""80"", ""60"", ""80""], [""100"", ""60"", ""100""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-65-9.php,,5,"2026-03-12 01:45:16","2026-07-23 15:19:02"
1123,bougu_65_2_arm,大賢者のグローブ,"Supreme Sage's Gloves",set_32a127152e,大賢者セット,tailoring_set,19,再生布,"[""さいだいHP+5"", ""さいだいMP+6"", ""こうげき魔力+10"", ""かいふく魔力+5"", ""おしゃれさ+30""]",,,,7,5,,33,,,inherit,35,65,大賢者のほういの書,ジュレットの町・さいほうギルドの素材屋,,腕,裁縫腕,3,"[{""count"": 30, ""item_id"": 669}, {""count"": 20, ""item_id"": 697}, {""count"": 20, ""item_id"": 674}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""115"", ""80"", ""145""], [""115"", ""80"", ""145""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-65-9.php,,1,"2026-03-12 01:45:16","2026-07-23 15:19:02"
1124,bougu_65_2_foot,大賢者のくつ,"Supreme Sage's Shoes",set_32a127152e,大賢者セット,tailoring_set,19,再生布,"[""さいだいHP+5"", ""さいだいMP+6"", ""こうげき魔力+10"", ""かいふく魔力+5"", ""おしゃれさ+30""]",,,,9,5,33,,,,inherit,35,65,大賢者のほういの書,ジュレットの町・さいほうギルドの素材屋,,足,裁縫足,2,"[{""count"": 30, ""item_id"": 669}, {""count"": 30, ""item_id"": 643}, {""count"": 30, ""item_id"": 548}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""100"", ""140""], [""250"", ""190""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-65-9.php,,1,"2026-03-12 01:45:16","2026-07-23 15:19:02"
1125,bougu_65_3_head,マスカレイドヘルム,"Masquerade Helm",set_6e241b39f7,マスカレイドセット,armor_set,18,,"[""さいだいMP+10"", ""おもさ+10"", ""おしゃれさ+55"", ""魅了ガード+20%""]",,,,31,20,,,,,inherit,35,65,マスカレイドスーツの本,ドルワーム王国・防具鍛冶ギルドの素材屋,,頭,鎧頭,2,"[{""count"": 20, ""item_id"": 784}, {""count"": 1, ""item_id"": 856}, {""count"": 5, ""item_id"": 661}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 865}]","[[""150～156"", ""234～246""], [""200～212"", ""130～136""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-65-1.php,,8,"2026-03-12 01:45:18","2026-07-23 15:19:02"
1126,bougu_65_3_body_top,マスカレイドスーツ,"Masquerade Suit",set_6e241b39f7,マスカレイドセット,armor_set,18,,"[""さいだいMP+10"", ""おもさ+10"", ""おしゃれさ+55"", ""魅了ガード+20%""]",,,,47,45,,,,,inherit,35,65,マスカレイドスーツの本,ドルワーム王国・防具鍛冶ギルドの素材屋,,体上,鎧上,2,"[{""count"": 20, ""item_id"": 784}, {""count"": 1, ""item_id"": 833}, {""count"": 1, ""item_id"": 629}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 865}]","[[""118～128"", ""161～167""], [""161～167"", ""78～87""], [""118～128"", ""78～87""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-65-1.php,,13,"2026-03-12 01:45:18","2026-07-23 15:19:02"
1127,bougu_65_3_arm,マスカレイドグラブ,"Masquerade Gloves",set_6e241b39f7,マスカレイドセット,armor_set,18,,"[""さいだいMP+10"", ""おもさ+10"", ""おしゃれさ+55"", ""魅了ガード+20%""]",,,,9,10,,37,,,inherit,35,65,マスカレイドスーツの本,ドルワーム王国・防具鍛冶ギルドの素材屋,,腕,鎧腕,1,"[{""count"": 20, ""item_id"": 784}, {""count"": 20, ""item_id"": 674}, {""count"": 20, ""item_id"": 683}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 865}]","[[""237-243""], [""277-290""], [""200-208""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-65-1.php,,2,"2026-03-12 01:45:18","2026-07-23 15:19:02"
1128,bougu_65_3_foot,マスカレイドブーツ,"Masquerade Boots",set_6e241b39f7,マスカレイドセット,armor_set,18,,"[""さいだいMP+10"", ""おもさ+10"", ""おしゃれさ+55"", ""魅了ガード+20%""]",,,,9,10,34,,,,inherit,35,65,マスカレイドスーツの本,ドルワーム王国・防具鍛冶ギルドの素材屋,,足,鎧足,2,"[{""count"": 20, ""item_id"": 784}, {""count"": 40, ""item_id"": 717}, {""count"": 40, ""item_id"": 800}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 865}]","[["""", ""130～141""], ["""", ""194～200""], [""160～166"", ""230～245""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-65-1.php,,2,"2026-03-12 01:45:18","2026-07-23 15:19:02"
1129,bougu_65_4_head,聖騎士のヘルム,"Holy Knight Helm",set_72dd457d1b,聖騎士セット,armor_set,18,,"[""さいだいHP+5"", ""おもさ+10"", ""おしゃれさ+25"", ""即死ガード+10%""]",,,,33,13,,,0,8,replace,35,65,聖騎士のよろいの書,ドルワーム王国・防具鍛冶ギルドの素材屋,,頭,鎧頭,2,"[{""count"": 30, ""item_id"": 784}, {""count"": 1, ""item_id"": 703}, {""count"": 20, ""item_id"": 816}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 865}]","[[""130～136"", ""210～222""], [""180～192"", ""160～166""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-65-2.php,,17,"2026-03-12 01:45:22","2026-07-23 15:19:02"
1130,bougu_65_4_body_top,聖騎士のよろい上,"Holy Knight Armor",set_72dd457d1b,聖騎士セット,armor_set,18,,"[""さいだいHP+5"", ""おもさ+10"", ""おしゃれさ+25"", ""即死ガード+10%""]",,,,49,20,,,,12,replace,35,65,聖騎士のよろいの書,ドルワーム王国・防具鍛冶ギルドの素材屋,,体上,鎧上,2,"[{""count"": 30, ""item_id"": 784}, {""count"": 20, ""item_id"": 627}, {""count"": 10, ""item_id"": 819}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 865}]","[[""80～89"", ""80～89""], [""140～146"", ""140～146""], [""120～130"", ""120～130""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-65-2.php,,34,"2026-03-12 01:45:22","2026-07-23 15:19:02"
1131,bougu_65_4_body_bottom,聖騎士のよろい下,"Holy Knight Bottoms",set_72dd457d1b,聖騎士セット,armor_set,18,,"[""さいだいHP+5"", ""おもさ+10"", ""おしゃれさ+25"", ""即死ガード+10%""]",,,,28,10,,,,,replace,35,65,聖騎士のよろいの書,ドルワーム王国・防具鍛冶ギルドの素材屋,,体下,鎧下,2,"[{""count"": 30, ""item_id"": 784}, {""count"": 1, ""item_id"": 702}, {""count"": 1, ""item_id"": 752}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 865}]","[[""72～80"", ""72～80""], [""132～138"", ""132～138""], [""64～74"", ""64～74""], [""72～80"", ""72～80""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-65-1.php,,20,"2026-03-12 01:45:22","2026-07-23 15:19:02"
1132,bougu_65_4_arm,聖騎士のこて,"Holy Knight Gauntlets",set_72dd457d1b,聖騎士セット,armor_set,18,,"[""さいだいHP+5"", ""おもさ+10"", ""おしゃれさ+25"", ""即死ガード+10%""]",,,,10,4,,28,,,replace,35,65,聖騎士のよろいの書,ドルワーム王国・防具鍛冶ギルドの素材屋,,腕,鎧腕,1,"[{""count"": 30, ""item_id"": 784}, {""count"": 2, ""item_id"": 735}, {""count"": 10, ""item_id"": 597}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 865}]","[[""300～315""], [""158～164""], [""222～228""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-65-2.php,,10,"2026-03-12 01:45:22","2026-07-23 15:19:02"
1133,bougu_65_4_foot,聖騎士のグリーブ,"Holy Knight Greaves",set_72dd457d1b,聖騎士セット,armor_set,18,,"[""さいだいHP+5"", ""おもさ+10"", ""おしゃれさ+25"", ""即死ガード+10%""]",,,,10,4,28,,,,replace,35,65,聖騎士のよろいの書,ドルワーム王国・防具鍛冶ギルドの素材屋,,足,鎧足,2,"[{""count"": 30, ""item_id"": 784}, {""count"": 2, ""item_id"": 703}, {""count"": 50, ""item_id"": 731}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 865}]","[[null, ""130～141""], [null, ""190～196""], [""210～225"", ""150～156""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-65-2.php,,14,"2026-03-12 01:45:22","2026-07-23 15:19:02"
1134,bougu_65_5_head,アイドルヘアバンド,"Idol Hairband",set_ec68deeb9f,アイドルヘアバンドセット,tailoring_set,22,虹布,"[""さいだいHP+2"", ""さいだいMP+2"", ""こうげき魔力+10"", ""かいふく魔力+10"", ""おしゃれさ+50""]",,,,26,27,,,8,8,replace,35,65,アイドルスーツのレシピ,ジュレットの町・さいほうギルドの素材屋,,頭,裁縫頭,3,"[{""count"": 30, ""item_id"": 800}, {""count"": 1, ""item_id"": 856}, {""count"": 30, ""item_id"": 629}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[["""", ""190"", """"], [""170"", ""218"", ""170""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-65-7.php,,7,"2026-03-12 01:45:25","2026-07-23 15:19:02"
1135,bougu_65_5_body_top,アイドルスーツ上,"Idol Shirt",set_ec68deeb9f,アイドルヘアバンドセット,tailoring_set,22,虹布,"[""さいだいHP+2"", ""さいだいMP+2"", ""こうげき魔力+10"", ""かいふく魔力+10"", ""おしゃれさ+50""]",,,,40,37,,,12,12,replace,35,65,アイドルスーツのレシピ,ジュレットの町・さいほうギルドの素材屋,,体上,裁縫上,3,"[{""count"": 30, ""item_id"": 800}, {""count"": 30, ""item_id"": 717}, {""count"": 10, ""item_id"": 661}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""90"", ""69"", ""115""], [""70"", ""60"", ""70""], [""115"", ""69"", ""90""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-65-7.php,,10,"2026-03-12 01:45:25","2026-07-23 15:19:02"
1136,bougu_65_5_body_bottom,アイドルスーツ下,"Idol Pants",set_ec68deeb9f,アイドルヘアバンドセット,tailoring_set,22,虹布,"[""さいだいHP+2"", ""さいだいMP+2"", ""こうげき魔力+10"", ""かいふく魔力+10"", ""おしゃれさ+50""]",,,,20,18,,,,,replace,35,65,アイドルスーツのレシピ,ジュレットの町・さいほうギルドの素材屋,,体下,裁縫下,2,"[{""count"": 30, ""item_id"": 800}, {""count"": 1, ""item_id"": 703}, {""count"": 50, ""item_id"": 669}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""188"", ""100""], [""110"", ""90""], [""140"", ""120""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-65-6.php,,5,"2026-03-12 01:45:25","2026-07-23 15:19:02"
1137,bougu_65_5_arm,アイドルブレス,"Idol Bracelets",set_ec68deeb9f,アイドルヘアバンドセット,tailoring_set,22,虹布,"[""さいだいHP+2"", ""さいだいMP+2"", ""こうげき魔力+10"", ""かいふく魔力+10"", ""おしゃれさ+50""]",,,,7,14,,53,,,replace,35,65,アイドルスーツのレシピ,ジュレットの町・さいほうギルドの素材屋,,腕,裁縫腕,3,"[{""count"": 30, ""item_id"": 800}, {""count"": 40, ""item_id"": 841}, {""count"": 30, ""item_id"": 652}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""120"", ""80"", ""174""], [""120"", ""80"", ""174""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-65-7.php,,2,"2026-03-12 01:45:25","2026-07-23 15:19:02"
1138,bougu_65_5_foot,アイドルブーツ,"Idol Boots",set_ec68deeb9f,アイドルヘアバンドセット,tailoring_set,22,虹布,"[""さいだいHP+2"", ""さいだいMP+2"", ""こうげき魔力+10"", ""かいふく魔力+10"", ""おしゃれさ+50""]",,,,7,14,50,,,,replace,35,65,アイドルスーツのレシピ,ジュレットの町・さいほうギルドの素材屋,,足,裁縫足,2,"[{""count"": 30, ""item_id"": 800}, {""count"": 15, ""item_id"": 597}, {""count"": 30, ""item_id"": 674}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""140"", ""140""], [""234"", ""234""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-65-7.php,,2,"2026-03-12 01:45:25","2026-07-23 15:19:02"
1139,bougu_65_6_head,チェイサーバンド,"Chaser Headband",set_fb51da9c00,チェイサーバンドセット,tailoring_set,21,再生布,"[""さいだいMP+4"", ""きようさ+12"", ""おしゃれさ+25""]",,,,29,16,,,,,replace,35,65,チェイサーレザー作成術,ジュレットの町・さいほうギルドの素材屋,,頭,裁縫頭,3,"[{""count"": 30, ""item_id"": 643}, {""count"": 1, ""item_id"": 856}, {""count"": 20, ""item_id"": 447}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 547}]","[[null, ""150"", null], [""200"", ""130"", ""200""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-65-6.php,,7,"2026-03-12 01:45:27","2026-07-23 15:19:02"
1140,bougu_65_6_body_top,チェイサーレザー上,"Chaser Leather Shirt",set_fb51da9c00,チェイサーバンドセット,tailoring_set,21,再生布,"[""さいだいMP+4"", ""きようさ+12"", ""おしゃれさ+25""]",,,,44,24,,,,,replace,35,65,チェイサーレザー作成術,ジュレットの町・さいほうギルドの素材屋,,体上,裁縫上,3,"[{""count"": 30, ""item_id"": 643}, {""count"": 1, ""item_id"": 833}, {""count"": 20, ""item_id"": 651}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 547}]","[[""90"", ""60"", ""90""], [""70"", ""60"", ""70""], [""90"", ""60"", ""90""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-65-6.php,,10,"2026-03-12 01:45:27","2026-07-23 15:19:02"
1141,bougu_65_6_body_bottom,チェイサーレザー下,"Chaser Leather Pants",set_fb51da9c00,チェイサーバンドセット,tailoring_set,21,再生布,"[""さいだいMP+4"", ""きようさ+12"", ""おしゃれさ+25""]",,,,22,12,,,,,replace,35,65,チェイサーレザー作成術,ジュレットの町・さいほうギルドの素材屋,,体下,裁縫下,2,"[{""count"": 30, ""item_id"": 643}, {""count"": 1, ""item_id"": 833}, {""count"": 5, ""item_id"": 868}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 547}]","[[""140"", ""140""], [""110"", ""110""], [""90"", ""90""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-65-5.php,,5,"2026-03-12 01:45:27","2026-07-23 15:19:02"
1142,bougu_65_6_arm,チェイサーアーム,"Chaser Armguards",set_fb51da9c00,チェイサーバンドセット,tailoring_set,21,再生布,"[""さいだいMP+4"", ""きようさ+12"", ""おしゃれさ+25""]",,,,8,4,,40,,,replace,35,65,チェイサーレザー作成術,ジュレットの町・さいほうギルドの素材屋,,腕,裁縫腕,3,"[{""count"": 30, ""item_id"": 643}, {""count"": 1, ""item_id"": 752}, {""count"": 30, ""item_id"": 666}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 547}]","[[""110"", ""70"", ""130""], [""90"", ""170"", ""110""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-65-6.php,,2,"2026-03-12 01:45:27","2026-07-23 15:19:02"
1143,bougu_65_6_foot,チェイサーブーツ,"Chaser Boots",set_fb51da9c00,チェイサーバンドセット,tailoring_set,21,再生布,"[""さいだいMP+4"", ""きようさ+12"", ""おしゃれさ+25""]",,,,8,4,53,,,,replace,35,65,チェイサーレザー作成術,ジュレットの町・さいほうギルドの素材屋,,足,裁縫足,2,"[{""count"": 30, ""item_id"": 643}, {""count"": 1, ""item_id"": 752}, {""count"": 10, ""item_id"": 548}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 547}]","[[""130"", ""210""], [""210"", ""130""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-65-6.php,,2,"2026-03-12 01:45:27","2026-07-23 15:19:02"
1144,bougu_65_7_head,求道者のはちまき,"Seeker's Headband",set_4138672ad6,求道者セット,tailoring_set,21,再生布,"[""さいだいHP+4"", ""さいだいMP+4"", ""すばやさ+10"", ""おしゃれさ+25""]",,,,29,9,,,,,replace,35,65,求道者の道着の作り方,ジュレットの町・さいほうギルドの素材屋,,頭,裁縫頭,3,"[{""count"": 30, ""item_id"": 674}, {""count"": 6, ""item_id"": 805}, {""count"": 5, ""item_id"": 867}, {""count"": 1, ""item_id"": 639}, {""count"": 10, ""item_id"": 547}]","[[null, ""170"", null], [""170"", ""170"", ""170""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-65-4.php,,7,"2026-03-12 01:45:30","2026-07-23 15:19:02"
1145,bougu_65_7_body_top,求道者の道着上,"Seeker's Dogi Top",set_4138672ad6,求道者セット,tailoring_set,21,再生布,"[""さいだいHP+4"", ""さいだいMP+4"", ""すばやさ+10"", ""おしゃれさ+25""]",,,,44,14,,,,,replace,35,65,求道者の道着の作り方,ジュレットの町・さいほうギルドの素材屋,,体上,裁縫上,3,"[{""count"": 30, ""item_id"": 674}, {""count"": 10, ""item_id"": 848}, {""count"": 1, ""item_id"": 752}, {""count"": 1, ""item_id"": 639}, {""count"": 10, ""item_id"": 547}]","[[""90"", ""45"", ""105""], [""70"", ""60"", ""70""], [""105"", ""45"", ""90""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-65-4.php,,10,"2026-03-12 01:45:30","2026-07-23 15:19:02"
1146,bougu_65_7_body_bottom,求道者の道着下,"Seeker's Dogi Bottom",set_4138672ad6,求道者セット,tailoring_set,21,再生布,"[""さいだいHP+4"", ""さいだいMP+4"", ""すばやさ+10"", ""おしゃれさ+25""]",,,,22,7,,,,,replace,35,65,求道者の道着の作り方,ジュレットの町・さいほうギルドの素材屋,,体下,裁縫下,2,"[{""count"": 30, ""item_id"": 674}, {""count"": 20, ""item_id"": 844}, {""count"": 20, ""item_id"": 669}, {""count"": 1, ""item_id"": 639}, {""count"": 10, ""item_id"": 547}]","[[""150"", ""150""], [""110"", ""110""], [""80"", ""80""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-65-3.php,,5,"2026-03-12 01:45:30","2026-07-23 15:19:02"
1147,bougu_65_7_arm,求道者のてぶくろ,"Seeker's Gloves",set_4138672ad6,求道者セット,tailoring_set,21,再生布,"[""さいだいHP+4"", ""さいだいMP+4"", ""すばやさ+10"", ""おしゃれさ+25""]",,,,8,2,,37,,,replace,35,65,求道者の道着の作り方,ジュレットの町・さいほうギルドの素材屋,,腕,裁縫腕,3,"[{""count"": 30, ""item_id"": 674}, {""count"": 5, ""item_id"": 867}, {""count"": 20, ""item_id"": 548}, {""count"": 1, ""item_id"": 639}, {""count"": 10, ""item_id"": 547}]","[[""120"", ""60"", ""160""], [""120"", ""60"", ""160""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-65-4.php,,2,"2026-03-12 01:45:30","2026-07-23 15:19:02"
1148,bougu_65_7_foot,求道者のブーツ,"Seeker's Boots",set_4138672ad6,求道者セット,tailoring_set,21,再生布,"[""さいだいHP+4"", ""さいだいMP+4"", ""すばやさ+10"", ""おしゃれさ+25""]",,,,8,2,52,,,,replace,35,65,求道者の道着の作り方,ジュレットの町・さいほうギルドの素材屋,,足,裁縫足,2,"[{""count"": 30, ""item_id"": 674}, {""count"": 1, ""item_id"": 752}, {""count"": 5, ""item_id"": 535}, {""count"": 1, ""item_id"": 639}, {""count"": 10, ""item_id"": 547}]","[[""140"", ""140""], [""200"", ""200""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-65-4.php,,2,"2026-03-12 01:45:30","2026-07-23 15:19:02"
1149,bougu_65_8_head,だいまどうのぼうし,"Great Mage Hat",set_b1f1197d75,だいまどうセット,tailoring_set,18,虹布,"[""さいだいMP+10"", ""こうげき魔力+10"", ""おしゃれさ+35""]",,,,25,11,,,32,,replace,35,65,だいまどうローブ大全,ジュレットの町・さいほうギルドの素材屋,,頭,裁縫頭,3,"[{""count"": 30, ""item_id"": 651}, {""count"": 10, ""item_id"": 868}, {""count"": 20, ""item_id"": 548}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[null, ""150"", null], [""170"", ""258"", ""170""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-65-8.php,,4,"2026-03-12 01:45:32","2026-07-23 15:19:02"
1150,bougu_65_8_body_top,だいまどうローブ上,"Great Mage Upper Robe",set_b1f1197d75,だいまどうセット,tailoring_set,18,虹布,"[""さいだいMP+10"", ""こうげき魔力+10"", ""おしゃれさ+35""]",,,,39,18,,,43,,replace,35,65,だいまどうローブ大全,ジュレットの町・さいほうギルドの素材屋,,体上,裁縫上,3,"[{""count"": 30, ""item_id"": 651}, {""count"": 5, ""item_id"": 762}, {""count"": 30, ""item_id"": 751}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""75"", ""45"", ""134""], [""90"", ""60"", ""90""], [""134"", ""45"", ""75""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-65-8.php,,6,"2026-03-12 01:45:32","2026-07-23 15:19:02"
1151,bougu_65_8_body_bottom,だいまどうローブ下,"Great Mage Lower Robe",set_b1f1197d75,だいまどうセット,tailoring_set,18,虹布,"[""さいだいMP+10"", ""こうげき魔力+10"", ""おしゃれさ+35""]",,,,20,9,,,,,replace,35,65,だいまどうローブ大全,ジュレットの町・さいほうギルドの素材屋,,体下,裁縫下,2,"[{""count"": 30, ""item_id"": 651}, {""count"": 10, ""item_id"": 868}, {""count"": 30, ""item_id"": 802}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""160"", ""94""], [""120"", ""120""], [""94"", ""160""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-65-7.php,,3,"2026-03-12 01:45:32","2026-07-23 15:19:02"
1152,bougu_65_8_arm,だいまどうのうでわ,"Great Mage Bracelets",set_b1f1197d75,だいまどうセット,tailoring_set,18,虹布,"[""さいだいMP+10"", ""こうげき魔力+10"", ""おしゃれさ+35""]",,,,7,3,,25,,,replace,35,65,だいまどうローブ大全,ジュレットの町・さいほうギルドの素材屋,,腕,裁縫腕,3,"[{""count"": 30, ""item_id"": 651}, {""count"": 40, ""item_id"": 548}, {""count"": 5, ""item_id"": 567}, {""count"": 1, ""item_id"": 811}, {""count"": 10, ""item_id"": 547}]","[[""120"", ""94"", ""160""], [""94"", ""120"", ""160""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-65-8.php,,1,"2026-03-12 01:45:32","2026-07-23 15:19:02"
