id,name,name_kana,name_en,color,effect,created_at,updated_at
463,おうぎのまい系の極意,おうぎのまいけいのごくい,Fan Dango Mastery,闇,【おうぎのまい】【おうぎのまい・改】のダメージ上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:47
464,アゲハ乱舞系の極意,あげはらんぶけいのごくい,Butterfly Bop Mastery,闇,【アゲハ乱舞】【アゲハ乱舞・改】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
465,アゲハ乱舞系の真髄,あげはらんぶけいのしんずい,Butterfly Bop Essence,闇,アゲハ乱舞、アゲハ乱舞・改のテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
466,ピンクタイフーンの極意,ぴんくたいふーんのごくい,Pink Typhoon Mastery,闇,【ピンクタイフーン】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
467,百花繚乱系の極意,ひゃっかりょうらんけいのごくい,Flowerstorm Mastery,闇,【百花繚乱】【百花繚乱・改】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
468,百花繚乱系の真髄,ひゃっかりょうらんけいのしんずい,Flowerstorm Essence,闇,百花繚乱、百花繚乱・改のテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
469,風斬りの舞の戦域,かぜきりのまいのせんいき,Windcutter Dance Beat,闇,【風斬りの舞】の範囲拡大,2026-03-12 12:56:30,2026-03-31 14:36:47
470,おうぎ乱舞系の極意,おうぎらんぶけいのごくい,Fandango Mastery,闇,【おうぎ乱舞】【おうぎ乱舞・改】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
471,ウェイトブレイクの極意,うぇいとぶれいくのごくい,Weight Break Mastery,闇,【ウェイトブレイク】のダメージ上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:47
472,ウェイトブレイクの技巧,うぇいとぶれいくのぎこう,Weight Break Knack,闇,ウェイトブレイクの成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
473,ドラムクラッシュの極意,どらむくらっしゅのごくい,Monster Masher Mastery,闇,【ドラムクラッシュ】の物質系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
474,シールドブレイクの極意,しーるどぶれいくのごくい,Shattershield Mastery,闇,【シールドブレイク】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
475,シールドブレイクの技巧,しーるどぶれいくのぎこう,Shattershield Knack,闇,シールドブレイクの成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
476,キャンセルショットの技巧,きゃんせるしょっとのぎこう,Cancel Shot Knack,闇,【キャンセルショット】の成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
477,ランドインパクトの極意,らんどいんぱくとのごくい,Crackerwhack Mastery,闇,【ランドインパクト】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
478,ランドインパクトの真髄,らんどいんぱくとのしんずい,Crackerwhack Essence,闇,【ランドインパクト】のテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
479,スタンショットの技巧,すたんしょっとのぎこう,Stun Smash Knack,闇,【スタンショット】の成功率上昇（Ver.5.1まではLv1につき1%）,2026-03-12 12:56:30,2026-03-31 14:36:47
480,プレートインパクトの極意,ぷれーといんぱくとのごくい,Plate Impact Mastery,闇,【プレートインパクト】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
481,プレートインパクトの真髄,ぷれーといんぱくとのしんずい,Plate Impact Essence,闇,【プレートインパクト】のテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
482,デビルクラッシュの極意,でびるくらっしゅのごくい,Devil Crusher Mastery,闇,【デビルクラッシュ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
483,アースクラッシュの極意,あーすくらっしゅのごくい,Earth Crusher Mastery,闇,【アースクラッシュ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
484,スライムブロウの極意,すらいむぶろうのごくい,Ooze Bruiser Mastery,闇,【スライムブロウ】のスライム系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
485,パワフルスローの極意,ぱわふるすろーのごくい,Power Throw Mastery,闇,【パワフルスロー】のダメージ（上段）と会心率（下段）上昇（Ver.3.0前期まではLv1につきダメージ2%）,2026-03-12 12:56:30,2026-03-31 14:36:48
486,シャインスコールの極意,しゃいんすこーるのごくい,Starburst Throw Mastery,闇,【シャインスコール】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,2026-03-12 12:56:30,2026-03-31 14:36:48
487,バーニングバードの極意,ばーにんぐばーどのごくい,Firebird Throw Mastery,闇,【バーニングバード】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
488,バーニングスワローの極意,ばーにんぐすわろーのごくい,Blazebird Throw Mastery,闇,【バーニングスワロー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
489,デュアルカッターの極意,でゅあるかったーのごくい,Twomerang Mastery,闇,【デュアルカッター】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
490,デュアルカッターの真髄,でゅあるかったーのしんずい,Twomerang Essence,闇,デュアルカッターのテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
491,フローズンバードの極意,ふろーずんばーどのごくい,Icebird Throw Mastery,闇,【フローズンバード】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
492,フローズンスワローの極意,ふろーずんすわろーのごくい,Frostbird Throw Mastery,闇,【フローズンスワロー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
493,デュアルブレイカーの極意,でゅあるぶれいかーのごくい,Double Down Mastery,闇,【デュアルブレイカー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
494,デュアルブレイカーの真髄,でゅあるぶれいかーのしんずい,Double Down Essence,闇,デュアルブレイカーのテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
495,レボルスライサーの極意,れぼるすらいさーのごくい,Revol Slicer Mastery,闇,【レボルスライサー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
496,ギガスローの極意,ぎがすろーのごくい,Gigasthrow Mastery,闇,【ギガスロー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
497,ギガシュートの極意,ぎがしゅーとのごくい,Gigashot Mastery,闇,【ギガシュート】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
498,マジックアローの極意,まじっくあろーのごくい,Conjury Conductor Mastery,闇,【マジックアロー】のダメージ上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:48
499,マジックアローの技巧,まじっくあろーのぎこう,Conjury Conductor Knack,闇,マジックアローの成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
500,バードシュートの極意,ばーどしゅーとのごくい,Flutter Disaster Mastery,闇,【バードシュート】の鳥系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:48
501,サンダーボルトの極意,さんだーぼるとのごくい,Thunderbolt Mastery,闇,【サンダーボルト】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,2026-03-12 12:56:30,2026-03-31 14:36:48
502,さみだれうち系の極意,さみだれうちけいのごくい,Rain of Pain Mastery,闇,【さみだれうち】【さみだれうち・改】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
503,さみだれうち系の真髄,さみだれうちけいのしんずい,Rain of Pain Essence,闇,さみだれうち、さみだれうち・改のテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
504,天使の矢の極意,てんしのやのごくい,Hallowed Arrow Mastery,闇,【天使の矢】のダメージ（上段）と回復量（下段）上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
505,シャイニングボウの極意,しゃいにんぐぼうのごくい,Shining Shot Mastery,闇,【シャイニングボウ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
506,弓聖の守り星の戦域,きゅうせいのまもりぼしのせんいき,Ailment Curtailment Beat,闇,【弓聖の守り星】の範囲拡大,2026-03-12 12:56:30,2026-03-31 14:36:48
507,弓神の守護星座の戦域,きゅうしんのしゅごせいざのせんいき,Ailment Derailment Beat,闇,【弓神の守護星座】の範囲拡大,2026-03-12 12:56:30,2026-03-31 14:36:48
508,ダークネスショットの極意,だーくねすしょっとのごくい,Darkness Shot Mastery,闇,【ダークネスショット】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
509,ダークネスショットの真髄,だーくねすしょっとのしんずい,Darkness Shot Essence,闇,ダークネスショットのテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
510,ロストスナイプの極意,ろすとすないぷのごくい,Lost Snipe Mastery,闇,【ロストスナイプ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
511,ロストショットの極意,ろすとしょっとのごくい,Lost Shot Mastery,闇,【ロストショット】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
512,サンライトアローの極意,さんらいとあろーのごくい,Sunlight Arrow Mastery,闇,【サンライトアロー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
513,セイクリッドボウの極意,せいくりっどぼうのごくい,Sacred Shot Mastery,闇,【セイクリッドボウ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
514,果てなき血吸いの守り,はてなきちすいのまもり,Endless Siphon Guard,闇,【血吸いの守り】の効果時間延長,2026-03-12 12:56:30,2026-03-31 14:36:48
515,果てなき蒼月の守り,はてなきそうげつのまもり,Endless Blue Moon Guard,闇,【蒼月の守り】の効果時間延長,2026-03-12 12:56:30,2026-03-31 14:36:48
516,冥王のかまの極意,めいおうのかまのごくい,Grimmer Reaper Mastery,闇,【冥王のかま】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
517,魂狩りの極意,たましいがりのごくい,Soul Hunt Mastery,闇,【魂狩り】の会心率上昇（Ver.5.1まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:48
518,災いの斬撃の極意,わざわいのざんげきのごくい,Calamity Slash Mastery,闇,【災いの斬撃】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
519,災いの斬撃の真髄,わざわいのざんげきのしんずい,Calamity Slash Essence,闇,テンション時、災いの斬撃のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
520,ハデスの宴の極意,はですのうたげのごくい,Feast of Hades Mastery,闇,【ハデスの宴】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
521,果てなきハデスの宴,はてなきはですのうたげ,Endless Feast of Hades,闇,ハデスの宴の効果時間延長,2026-03-12 12:56:30,2026-03-31 14:36:48
522,厄災の滅撃の極意,やくさいのめつげきのごくい,Calamity Strike Mastery,闇,【厄災の滅撃】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
523,根絶やしの重撃の極意,ねだやしのじゅうげきのごくい,Eradication Heavy Blow Mastery,闇,【根絶やしの重撃】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
524,根絶やしの重撃の真髄,ねだやしのじゅうげきのしんずい,Eradication Heavy Blow Essence,闇,テンション時、根絶やしの重撃のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
525,石つぶての極意,いしつぶてのごくい,Stone's Throw Mastery,闇,【石つぶて】のダメージ上昇（Ver.3.0前期まではLv1につき10%）,2026-03-12 12:56:30,2026-03-31 14:36:48
526,かまいたちの極意,かまいたちのごくい,Cyclown Mastery,闇,【かまいたち】のエレメント系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:48
527,せいけん突きの極意,せいけんづきのごくい,Knuckle Sandwich Mastery,闇,【せいけん突き】のダメージ（上段）と会心率（下段）上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
528,ムーンサルトの極意,むーんさるとのごくい,Harvest Moon Mastery,闇,【ムーンサルト】の飛行系の敵へのダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
529,ばくれつけんの極意,ばくれつけんのごくい,Multifists Mastery,闇,【ばくれつけん】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
530,岩石おとしの極意,がんせきおとしのごくい,岩石お and し Mastery,闇,【岩石おとし】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
531,せいけん爆撃の極意,せいけんばくげきのごくい,Glove Bomb Mastery,闇,【せいけん爆撃】のダメージ（上段）と会心率（下段）上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
532,しんくうはの極意,しんくうはのごくい,Vacuum Wave Mastery,闇,【しんくうは】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
533,ばくれつきゃくの極意,ばくれつきゃくのごくい,Exploding Kick Mastery,闇,【ばくれつきゃく】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:48
536,聖女の守りの戦域,せいじょのまもりのせんいき,Alma Mater Beat,光,聖女の守りの射程の射程 +0.2m,2026-03-25 13:49:01,2026-03-31 14:36:48
537,キラキラポーンの戦域,きらきらぽーんのせんいき,Snap Crackle Poof Beat,闇,キラキラポーンの射程　+0.3m,2026-03-25 13:55:23,2026-03-31 14:36:48
538,ホップストリームの戦域,ほっぷすとりーむのせんいき,Hop Stream Beat,闇,ホップストリームの射程 +0.4m,2026-03-25 13:56:14,2026-03-31 14:36:48
540,ストームカイザーの閃き,すとーむかいざーのひらめき,,光,ゾーン突入率が0.5%増える,2026-06-26 18:46:38,2026-06-26 18:46:38
541,果てなき霊鳥の加護,はてなきれいちょうのかご,,光,追加ダメージ上昇の効果時間が1秒増える,2026-06-26 18:47:29,2026-06-26 18:47:29
542,疾風乱舞の極意,しっぷうらんぶのごくい,,光,疾風乱舞のダメージが3%増える,2026-06-26 18:48:12,2026-06-26 18:48:12
543,烈風空絶斬の極意,れっぷうくうぜつざんのごくい,,光,烈風空絶斬のダメージが3%増える,2026-06-26 18:48:58,2026-06-26 18:48:58
544,果てなき嵐まとい,はてなきあらしまとい,,光,嵐まといの効果時間が1秒増える,2026-06-26 18:49:28,2026-06-26 18:49:28
545,嵐帝斬りの極意,らんていぎりのごくい,,光,嵐帝斬りのダメージが2%増える,2026-06-26 18:50:03,2026-06-26 18:50:03
546,たつまき旋風の極意,たつまきせんぷうのごくい,,光,たつまき旋風のダメージが3%増える,2026-06-26 18:50:32,2026-06-26 18:50:32
547,六攻おろしの極意,ろっこうおろしのごくい,,光,六攻おろしのダメージが3%増える,2026-06-26 18:51:10,2026-06-26 18:51:10
