id,monster_name,normal_drop,rare_drop,trivia_1,trivia_2,source_filename
1600,邪教祖サダク強,とげウニ,幻獣の皮,何者の意思によるものかこの世に出現した邪教祖サダクの幻影。本物よりも はるかに強い。,打ち砕かれた祈願の魔像の かけらに宿ったチカラが 在りし日の幻影を形作ったのか 新たな嘆きを求め暴れる。,1600.webp
1601,スイーツトロル強,ヤシの実,カオスベリー,何者の意思によるものかこの世に出現したスイーツトロルの幻影。本物よりも はるかに強い。,アクセサリー集めが趣味で カワイさを重要視している。高価な品でもカワイクなければ ゴミのように捨てるとか。,1601.webp
1602,グレイブディガー強,よごれたほうたい,オグリドホーン,何者の意思によるものかこの世に出現したグレイブディガーの幻影。本物よりも はるかに強い。,墓掘り人を意味する自分の名が 気に入らず改名を企んでいる。新しい名前の有力候補は アルティメットオメガらしい。,1602.webp
1603,黒竜丸,まほうの小ビン,メタスラコイン,魔軍十二将の一角だった魔物。流星のように空を駆け闇の技で あらゆる大地に死を振りまくという凶馬。,かつて世界を支配しようと たくらむ 魔の軍団がいた。その中で彼は遊撃部隊を率い 戦場を駆けまわったという。,1603.webp
1604,黒竜丸強,まほうのせいすい,メダル王コイン,魔法の迷宮に 不死身のまま封印されし 黒竜丸。何者かの妖術により 強化され迷宮に再臨する。,ひづめに青き炎を宿し 闇を駆けめぐる黒竜丸。静寂の中 響くその足音は 死の呼び声といわれている。,1604.webp
1605,バトルシェイカー,まほうの小ビン,メタスラコイン,魔軍十二将の一角だった魔物。手にした巨大なマラカスは武器にも楽器にもなる優れ物。テンションを上げるのが得意。,魔軍の戦いでは常に彼が現れ 仲間を応援しまくった。それほどにテンションを 上げるのが うまかったのだ。,1605.webp
1606,バトルシェイカー強,まほうのせいすい,はぐメタコイン,魔法の迷宮に 不死身のまま封印されしバトルシェイカー。何者かの妖術により 強化され迷宮に再臨する。,楽天的 かつ情熱的な性格で 仲間からの信頼も厚い。だが マラカスの中に骨を入れ その音を楽しむ 残虐な一面も。,1606.webp
1607,れんごく天馬,グリーンオーブ,はぐメタコイン,叡智の冠の手によって迷宮に封じられた伝説の魔物。煉獄の空を駆けるという美しく荘厳な姿の天馬。,煉獄の山の周りをめぐって 炎を散らし悠然と飛ぶ。その姿は まさに 煉獄のメリーゴーランド。,1607.webp
1608,ハヌマーン,まほうの小ビン,メタスラコイン,魔軍十二将の一角だった魔物。あらゆる生物の長所をそなえいなずまや炎まで操るという混沌が産んだ邪悪な幻獣。,魔軍では荒くれ者を集めた はみ出し部隊を率いて 敵味方ともに恐れられたが それは1000年も昔の話。,1608.webp
1609,ハヌマーン強,まほうのせいすい,メダル王コイン,魔法の迷宮に 不死身のまま封印されし ハヌマーン。何者かの妖術により 強化され迷宮に再臨する。,あらゆる生物の長所をそなえる といわれる ハヌマーンだが つたない言葉使いという短所は ついに 克服できなかった。,1609.webp
1610,バリクナジャ,まほうの小ビン,メタスラコイン,魔軍十二将の一角だった魔物。巨大なムチを振るって恐ろしい魔物を従える姿から魔界の調教師と呼ばれた。,戦いを楽しもうとするあまり 主君に逆らうこともあったが 主君が それをとがめることは なかったという。,1610.webp
1611,バリクナジャ強,まほうのせいすい,はぐメタコイン,魔法の迷宮に 不死身のまま封印されし バリクナジャ。何者かの妖術により 強化され迷宮に再臨する。,お気に入りのムチは特注品。色はもともと白かったのだが ムチ打たれた者たちの血で 赤く染め上げられた。,1611.webp
1612,デーモンキング,イエローオーブ,はぐメタコイン,叡智の冠の手によって迷宮に封じられた伝説の魔物。世界中に絶望を振りまく死と破壊の悪魔王。,デーモンキングのディナーは 人間の悲鳴を音楽に 新鮮な肉と血のソースを和え 魔界育ちの野菜をそえる。,1612.webp
1613,キングレオ,まほうの小ビン,メタスラコイン,魔軍十二将の一角だった魔物。十二将のまとめ役として後方で指揮をとったが本人の戦闘力も相当なもの。,一度は勇者に倒されたものの 魔軍十二将は復活を遂げる。主君から得た無数の魂により 彼らは不死となっていた。,1613.webp
1614,キングレオ強,まほうのせいすい,メダル王コイン,魔法の迷宮に 不死身のまま封印されし キングレオ。何者かの妖術により 強化され迷宮に再臨する。,魔軍では 有能すぎるため 獅子身中の虫となるのではと 疑われることもあったが 主君には 常に忠実だった。,1614.webp
1615,ジャミラス,まほうの小ビン,メタスラコイン,魔軍十二将の一角だった魔物。知略に長ける彼だがいざ戦いとなれば そのツメであらゆるものを切り裂く。,知略に長けた彼は 主君の下で 参謀役を果たしていた。しかし ひとりの人間によって 彼の思惑は打ち破られた。,1615.webp
1616,ジャミラス強,まほうのせいすい,はぐメタコイン,魔法の迷宮に 封印された不死鳥ジャミラス。何者かの妖術により 強化され迷宮に再臨する。,統率力に定評ある魔鳥の頭目が ついに真の実力を見せる。圧倒的なカリスマ性に 人々は ただひれ伏すのみ。,1616.webp
1617,トロルバッコス,まほうの小ビン,メタスラコイン,魔軍十二将の一角だった魔物。見た目に反して紳士的で戦いは好まないらしい。しかし その一撃は致命的だ。,主君の居城では 執事として 活躍していた彼であったが 紳士的な接客も 勇者には 通用しなかったらしい。,1617.webp
1618,トロルバッコス強,まほうのせいすい,はぐメタコイン,魔法の迷宮に 不死身のまま封印されし トロルバッコス。何者かの妖術により 強化され迷宮に再臨する。,意外にも繊細な舌を持つ 自称モンスター界のソムリエ。オレさまの血は ワインで できている！ が口癖だとか。,1618.webp
1619,ドラゴン・ウー,レッドオーブ,はぐメタコイン,叡智の冠の手によって迷宮に封じられた伝説の魔物。山脈をも粉砕するドラゴン拳法の使い手。,ドラゴン拳法は ウーの一族に 代々伝わる 究極の徒手武術。奥義は 山を砕き海を割り 星をひとつ消し去るという。,1619.webp
1620,ギーグハンマー,まほうの小ビン,メタスラコイン,魔軍十二将の一角だった魔物。破壊の権化と言われ目に付くもの すべてを壊す。ときには味方も犠牲となった。,叡智の冠は 不死身の十二将と 長きに渡って戦いつづけたが 将たちを退けるには 永久に 封印するしかないと悟った。,1620.webp
1621,ギーグハンマー強,まほうのせいすい,はぐメタコイン,魔法の迷宮に 不死身のまま封印されし ギーグハンマー。何者かの妖術により 強化され再度 迷宮の最奥に君臨する。,愛用するハンマーの重さは ほんのメガトン級だが 彼が振るうと その破壊力は ギガトン級に達するという。,1621.webp
1622,じごくのヌエ,ブルーオーブ,はぐメタコイン,叡智の冠の手によって迷宮に封じられた伝説の魔物。死の災厄を振りまくとされる夜の闇に息づく邪悪な神獣。,じごくのヌエの鳴く夜は 決して外に出てはいけない。息をひそめて震えて眠れ。とある村の伝承より,1622.webp
1623,バラモスゾンビ,パープルオーブ,はぐメタコイン,おぞましき闇のチカラが勇者に敗れたバラモスに宿りしかばねが動きだした。迷宮の奥底で冒険者を待つ。,すでにバラモスの意志はなく 骨人形として動かされている 悲しき闇のしもべ。討ち滅ぼし 解放してやろう。,1623.webp
1624,Ｖロン,,,,,1624.webp
1625,Ｖロン強,,,,,1625.webp
1626,サイキョーＶロン,,,,,1626.webp
1627,タロット魔人,ウルベア銀貨,ウルベア金貨,タロットメダルで召喚されタロットパックを隠し持つ魔法の迷宮の変わり種。バトルは運試しが信条らしい。,使い古されたタロットには 魔が宿るという伝説がある。占いに込められた人の情念は 悪しき怨念に転じやすいのだ。,1627.webp
1628,タロット魔人強,ウルベア銀貨,ときのすいしょう,タロットメダルで召喚された魔法の迷宮の変わり種が何者かの妖術により 強化され迷宮に再臨する。,よりレアなタロットパックを 求める占い師たちの欲望が 邪念と化して この魔物を 生みだしたというウワサも。,1628.webp
1629,プチアトラス,ウルベア銀貨,ウルベア金貨,魔法の迷宮に 不死身のまま封印されし アトラス。妖術で弱くなっているが油断は禁物だ。,ひとつ目で あるがゆえに 遠近感の把握が苦手。そのため心眼で敵をとらえる 修行を欠かさないという。,1629.webp
1630,プチバズズ,ウルベア銀貨,きんかい,魔法の迷宮に 不死身のまま封印されし バズズ。妖術で弱くなっているが油断は禁物だ。,自慢のツインクローは 威力が落ちないよう 専属のネイルアーティストに 研がせているらしい。,1630.webp
1631,プチベリアル,ウルベア銀貨,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし ベリアル。妖術で弱くなっているが油断は禁物だ。,黄色の悪魔の異名を持つが 本人は気に入ってないらしく 他人に そう呼ばれると とたんに機嫌が悪くなる。,1631.webp
1632,プチドラゴンガイア,ゴールドストーン,ドラゴンの皮,魔法の迷宮に 不死身のまま封印されし ドラゴンガイア。妖術で弱くなっているが油断は禁物だ。,尻尾の先のフサフサした毛は じつに なめらかな手ざわり。書家の間では筆の材料として 超高値で取り引きされている。,1632.webp
1633,プチバラモス,きんかい,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし バラモス。妖術で弱くなっているが油断は禁物だ。,バシルーラの使い手として かつては勇名をはせていたが ある魔女の一族に魔力を奪われ 得意呪文は封印された。,1633.webp
1634,プチキングヒドラ,ゴールドストーン,きんかい,魔法の迷宮に 不死身のまま封印されし キングヒドラ。妖術で弱くなっているが油断は禁物だ。,各アタマはそれぞれ自己主張が はげしく 議論が過熱すること しばしばだが 結局は多数決で 決める 意外に民主的なヤツ。,1634.webp
1635,プチグラコス,ゴールドストーン,幻獣のホネ,魔法の迷宮に 不死身のまま封印されし グラコス。妖術で弱くなっているが油断は禁物だ。,海底の玉座を温めるばかりで 意外とヒマを持てあましてる。最近は重いヤリを振り回して 筋トレに余念がない模様。,1635.webp
1636,プチバラモスゾンビ,げんませき,幻獣のホネ,魔法の迷宮に 不死身のまま封印されし バラモスゾンビ。妖術で弱くなっているが油断は禁物だ。,筋肉がないのに上背があるので いつも腰痛に悩まされている。足がよくプルプルしているのは 痛みを我慢しているからだ。,1636.webp
1637,プチバラモスブロス,きんかい,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし バラモスブロス。妖術で弱くなっているが油断は禁物だ。,兄と たもとを分かったのち 三悪魔結成の誓いを結ぶ。魔界史ではその誓約のことを ハラワタの誓いと呼ぶ。,1637.webp
1638,プチキラーマジンガ,ウルベア金貨,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし キラーマジンガ。妖術で弱くなっているが油断は禁物だ。,不死身の存在と言われているが そもそもこいつは機械戦士。じつは量産型で 毎回新機体が 戦っているだけとのウワサも。,1638.webp
1639,プチジャミラス,まほうの小ビン,メタスラコイン,魔法の迷宮に 不死身のまま封印されし ジャミラス。妖術で弱くなっているが油断は禁物だ。,所属する集団ごとにキャラを 使い分けているとのウワサ。四諸侯での位置づけは やんちゃな年下キャラらしい。,1639.webp
1640,プチアクバー,ウルベア銀貨,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし アクバー。妖術で弱くなっているが油断は禁物だ。,魔力に頼らず 戦えるように 頑強な肉体にきたえあげたが そのせいで翼だけでは飛べず 魔力で補助して飛ぶのだとか。,1640.webp
1641,プチデュラン,ぶどうエキス,いかずちのたま,魔法の迷宮に 不死身のまま封印されし デュラン。妖術で弱くなっているが油断は禁物だ。,かつて世界最強の剣士を 配下に従えていたという。その剣士がヒマそうだったので ジゴスパークを教えてあげた。,1641.webp
1642,プチドン・モグーラ,天使のソーマ,きんかい,魔法の迷宮に 不死身のまま封印されし ドン・モグーラ。妖術で弱くなっているが油断は禁物だ。,プチドンと呼ばれることに 違和感を禁じえないでいる。わしゃあ 少な目に盛られた 丼物かよと。,1642.webp
1643,プチ暗黒の魔人,ウルベア銀貨,ウルベア金貨,魔法の迷宮に 不死身のまま封印されし 暗黒の魔人。妖術で弱くなっているが油断は禁物だ。,縁もゆかりも無い相手だが 魔界で召喚される某巨人に 親近感を抱いており いつか 共演したいと思っている。,1643.webp
1644,プチＳキラーマシン,ウルベア金貨,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし Ｓキラーマシン。妖術で弱くなっているが油断は禁物だ。,じつは妖術で弱ったのではなく メンテナンスハッチに隠された 強さ調整ツマミを最弱に 合わせただけとのウワサも。,1644.webp
1645,プチＳジェネラル,スライムおしゃれ花,きんかい,魔法の迷宮に 不死身のまま封印されし Ｓジェネラル。妖術で弱くなっているが油断は禁物だ。,戦で手柄を上げ昇進を重ねた 歴戦のスライムナイトだけが ジェネラルの地位に就ける。愛スライムも一緒に出世した。,1645.webp
1646,プチスライダーク,スライムおしゃれ花,きんかい,魔法の迷宮に 不死身のまま封印されし スライダーク。妖術で弱くなっているが油断は禁物だ。,よく似た姿の青色のアイツとは 一切関係ないと主張しているが 本人が着替えているだけの 可能性は否定できない。,1646.webp
1647,プチギュメイ将軍,まじゅうの皮,ウルベア金貨,魔法の迷宮に 不死身のまま封印されし ギュメイ将軍。妖術で弱くなっているが油断は禁物だ。,かつて人間だった頃は 名刀の収集家でもあった。ただし愛用の刀は無銘のもの。剣豪つるぎを選ばずとのこと。,1647.webp
1648,プチゲルニック将軍,ふさふさの毛皮,ウルベア金貨,魔法の迷宮に 不死身のまま封印されし ゲルニック将軍。妖術で弱くなっているが油断は禁物だ。,部下にも同僚にも主君にさえも 手厳しい性格をしているが 唯一ペットのフクロウにだけは 無類の愛情を注いでいた。,1648.webp
1649,プチゴレオン将軍,けものの皮,まじゅうのツノ,魔法の迷宮に 不死身のまま封印されし ゴレオン将軍。妖術で弱くなっているが油断は禁物だ。,粗野で凶暴なイメージの彼だが 意外にも生前は恐妻家だった。無骨な大男が小柄な妻には 一切逆らえなかったという。,1649.webp
1650,プチドラゴン,ゴールドストーン,ドラゴンの皮,魔法の迷宮に 不死身のまま封印されし ドラゴン。妖術で弱くなっているが油断は禁物だ。,なんの飾りも無い ただのドラゴンであることに 誇りを持っているので プチが付くのは不満らしい。,1650.webp
1651,プチ魔犬レオパルド,するどいキバ,まじゅうの皮,魔法の迷宮に 不死身のまま封印されし 魔犬レオパルド。妖術で弱くなっているが油断は禁物だ。,その意思は杖に封じられた 暗黒神と呼ばれる存在だが 犬としての性質も抑えきれず 毎日迷宮内を散歩している。,1651.webp
1652,プチムドー,つけもの石,げんませき,魔法の迷宮に 不死身のまま封印されし ムドー。妖術で弱くなっているが油断は禁物だ。,破壊神シドーに憧れており シドー＆ムドーというコンビを 組まないかと持ちかけたが あえなく無視された。,1652.webp
1653,プチアンドレアル,するどいキバ,ドラゴンの皮,魔法の迷宮に 不死身のまま封印されし アンドレアル。妖術で弱くなっているが油断は禁物だ。,じつはグレイトドラゴンの 華やかな容姿にあこがれており 黄金のうろこを手に入れるべく 金物を常食しているという。,1653.webp
1654,プチエビルプリースト,せいじゃのはい,げんませき,魔法の迷宮に 不死身のまま封印されし エビルプリースト。妖術で弱くなっているが油断は禁物だ。,デスピサロを裏切っていたのは 周知の話だが いつバレるか 不安で食事もノドを通らず 当時は激やせしていたらしい。,1654.webp
1655,プチゴースネル,ゴールドストーン,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし ゴースネル。妖術で弱くなっているが油断は禁物だ。,元は直立姿勢が常態だったが 主の命令を聞き逃さないように その都度アタマを下げていたら 四つんばいがクセになった。,1655.webp
1656,アトラス(コイン),ウルベア銀貨,ウルベア金貨,魔軍十二将の中核をなす魔物。とにかくチカラ持ちでその棍棒は大地も砕く。だが おつむは弱いようだ。,魔軍十二将の中で まっ先に 主君を狙う敵に挑んだ彼だが 返り討ちにあう。彼の主君も その敵……勇者に敗れ去った。,1656.webp
1657,バズズ(コイン),ウルベア銀貨,きんかい,魔軍十二将の中核をなす魔物。音もなく忍び寄り気取られぬまま 敵を倒す彼は闇の暗殺者として恐れられた。,主君の腹心であった彼は 人間の魂を集める役割だった。その無数の魂は 主君から 十二将へ受け継がれたのだ。,1657.webp
1658,ベリアル(コイン),ウルベア銀貨,ときのすいしょう,魔軍十二将の中核をなす魔物。その戦闘力は すこぶる高くひとりで ある王国の軍隊を壊滅に追い込んだほど。,敗戦後 主君の右腕だった彼は 忠義を貫き その意志を継ぐ。しかし その前に賢者の集団 叡智の冠が立ちはだかった。,1658.webp
1659,ドラゴンガイア,ゴールドストーン,ドラゴンの皮,魔軍十二将の一角だった魔物。その中でもトップの座にありドラゴンの王たるチカラですべてを滅ぼさんとした。,主君の後釜を狙っていた彼だが 叡智の冠の造り出した迷宮に 他の将もろとも封じられた。その屈辱を忘れることはない。,1659.webp
1660,バラモス,きんかい,ときのすいしょう,魔法の迷宮に封じられたいにしえの魔王の一角。自身の再起を目論んで魔軍にチカラを貸している。,かつてはバラモス城を拠点に 世界征服を企んでいたという。その老け顔を笑った者は皆 ハラワタを喰われてしまう。,1660.webp
1661,キングヒドラ,ゴールドストーン,きんかい,魔法の迷宮に封じられたいにしえの邪竜。本来の主に命じられるがまま魔軍にチカラを貸している。,かつて偉大な勇者を 葬ったという逸話を持つ。魔王のペットだったという おぞましき多頭の邪竜。,1661.webp
1662,グラコス,ゴールドストーン,幻獣のホネ,魔法の迷宮に封じられたいにしえの四魔王の一角。大いなる存在の命を受け魔軍にチカラを貸している。,海底の玉座を温めるばかりで 意外とヒマを持てあましてる。最近は副業にヤリのレシピを 書いていたりするらしい。,1662.webp
1663,バラモスブロス,きんかい,ときのすいしょう,魔法の迷宮に封じられたいにしえの三悪魔の一角。策略を練ることに長けた知将タイプの大悪魔。,同じハラワタを分かち合い 仲良く育った兄弟とも 今では袂を分かち 各々が 信ずる道をひた走っている。,1663.webp
1664,キラーマジンガ,ウルベア金貨,ときのすいしょう,魔法の迷宮に封じられた伝説の機械戦士。その圧倒的な暴力は機械の姿を借りた魔神そのものと称えられるほど。,はるか遠き伝説の時代 海底宝物庫の番人として 幾多の挑戦者を返り討ちにし トラウマを植えつけていた。,1664.webp
1665,アクバー,ウルベア銀貨,ときのすいしょう,巨大な身体と強大な魔力で名高い いにしえの大悪魔。大いなる存在の命を受けて魔軍にチカラを貸している。,名も姿も とある魔界の賢者に うりふたつだが 他人の空似。魔界における地位も実力も こちらが完全に格上である。,1665.webp
1666,デュラン,ぶどうエキス,いかずちのたま,魔法の迷宮に封じられた幻界の四諸侯の一角。倒すべき 強敵を求めて魔軍にチカラを貸している。,自分が強者と認めた者としか 戦わないのがポリシー。だが なかなか そんな奴は 現れないので年中ウズウズ。,1666.webp
1667,ドン・モグーラ,天使のソーマ,きんかい,魔法の迷宮に封じられた巨大なモグラの大親分。なぜ封じられたかは知らないが意外と状況を楽しんでいる。,かつて さる王国の宝物である 貴重なハープを盗みだし 欲望のままかき鳴らしたという わがまま放題のガキ大将。,1667.webp
1668,暗黒の魔人,ウルベア銀貨,ウルベア金貨,魔法の迷宮に封じられた巨大な建造物の怪物。意思を持たず そのチカラのみ魔軍に利用されている。,とある邪神を崇める者たちが 暮らしていた都市の建物に 邪教の信者たちの魂が宿って 動きだしたらしい。,1668.webp
1669,Ｓキラーマシン,ウルベア金貨,ときのすいしょう,魔法の迷宮に封じられた心を持たぬ殺りくマシン。侵入者は皆殺しにするよう魔軍にプログラムされている。,人類せん滅のため魔界科学の 超技術を詰め込み設計された。暴走を許せば世界を三度 滅ぼす性能があると言われる。,1669.webp
1670,スライムジェネラル,スライムおしゃれ花,きんかい,魔法の迷宮に封じられたスライム界の大将軍。絶大なカリスマを発揮し敵さえも平伏させる。,自慢の双剣でスライムの ヒゲの形を整えるのが日課。失敗すると ヒゲが伸びるまで 外出もままならなくなる。,1670.webp
1671,死神スライダーク,スライムおしゃれ花,きんかい,魔法の迷宮に封じられたスライム族のダークヒーロー。勝利のためなら手段を選ばない冷酷な死神と恐れられる。,生き別れの妹がいるとの ウワサがあるが真偽は不明。すれちがいだけが人生だ！ と彼はニヒルにうそぶく。,1671.webp
1672,ギュメイ将軍,まじゅうの皮,ウルベア金貨,魔法の迷宮に封じられたいにしえの帝国の将軍。剣聖と呼ばれるほどの達人で名誉を重んじる高徳の武人。,いかつい顔をしているが アゴの下をなでられると思わず ノドを鳴らしてしまうことは 某帝国の最高機密であるとか。,1672.webp
1673,ゲルニック将軍,ふさふさの毛皮,ウルベア金貨,魔法の迷宮に封じられたいにしえの帝国の将軍。三度のメシより陰謀が好きで呪術の達人という知将タイプ。,獣人となる前は意外にも童顔で かわいい系と言われていた。もちろん性格の悪さは変わらず ギャップの激しい将軍だった。,1673.webp
1674,ゴレオン将軍,けものの皮,まじゅうのツノ,魔法の迷宮に封じられたいにしえの帝国の将軍。パワフルかつワイルドで剛力の猛将と呼ばれている。,愛用の鉄球は肌身はなさず 携帯しており 寝るときも 枕がわりに使っている。意外と寝相はいいらしい。,1674.webp
1675,ドラゴン,ドラゴンのホネ,ドラゴンのツノ,魔法の迷宮に封じられた太古の姿を留めしドラゴン。見かけによらず動きがすばやく連続攻撃には要注意。,はるか昔 竜の王と呼ばれる 偉大な主に仕えていたという。幽閉された敵国の姫の見張りを 任されたのは いい思い出。,1675.webp
1676,魔犬レオパルド,するどいキバ,まじゅうの皮,魔法の迷宮に封じられた闇の魔力をまとう黒き獣。かつてはある愛犬家に飼われる血統書付きの高級犬だった。,絶大なる魔力の源は クチにくわえた魔法の杖だが そのために自慢の牙を 戦いに活かせないのが悩み。,1676.webp
1677,ムドー,つけもの石,げんませき,魔法の迷宮に封じられたいにしえの魔王の一角。歯向かう者を惑わし夢幻の絶望の淵に沈める。,何度倒されても復活する 不滅がウリの魔王だったが 魔法の迷宮では皆同様なので アイデンティティ喪失が悩み。,1677.webp
1678,アンドレアル,するどいキバ,ドラゴンの皮,魔法の迷宮に封じられた恐るべき紫の魔竜。主と認めた者への忠誠心が強く命を賭して使命をつらぬく。,見かけによらず寂しがり屋で すぐに仲間を呼びがち。実力は申し分ないのだが 自分に自信が持てないらしい。,1678.webp
1679,エビルプリースト,せいじゃのはい,げんませき,魔法の迷宮に封じられた邪神を崇める悪の大司祭。強烈な野心の持ち主で至高の存在にならんと欲する。,密かに大魔王ゾーマを崇拝し 手を前に突き出すポーズは 何を隠そうゾーマリスペクト。少し広げて自己流アレンジも。,1679.webp
1680,究極エビルプリースト,せいじゃのはい,げんませき,魔法の迷宮に封じられた邪教の大司祭の成れの果て。進化の秘法を完成させ究極の生命に肉薄した。,いかに強くとも自我を失っては 意味がないと考えた大司祭は 魂を外部に保存して秘法を使い 進化した肉体に再び憑依した。,1680.webp
1681,ギガデーモン(コイン),大きなうろこ,まじゅうの皮,魔法の迷宮に封じられた重厚な巨体を誇る魔竜。見た目に似合わぬ頭脳派で勝利のために策略を巡らす。,同じギガデーモン族でも 嵐の領界辺りに生息する 有象無象とは格が違うと主張。相当プライドが高いようだ。,1681.webp
1682,ヘルバトラー(コイン),まほうのせいすい,げんませき,魔法の迷宮に封じられた魔界のエリート戦士。強さこそ絶対の価値と信じ強者ならば敵でも敬意を抱く。,大魔王マデサゴーラに 仕える従弟がいるらしいが すっかり音信不通で 近況は把握できていない。,1682.webp
1683,タイムマスター,ひかりの石,ときのすいしょう,魔法の迷宮に封じられた時間をあやつる大魔道士。本来は時の狭間に潜み邪悪な奸計を巡らすという。,アストルティアには 時間を自在にあやつる 時の妖精がいると聞き 密かにライバル視している。,1683.webp
1684,人食い火竜,ドラゴンのホネ,ドラゴンのツノ,魔法の迷宮に封じられた人を喰らうという悪しき魔竜。ある危険な呪いを宿しているがそれも今は封印されている。,その全身はウロコでなく フサフサの毛で覆われている。吹きだす炎で自慢の毛並みが 焦げないかが常に気がかり。,1684.webp
1685,デスマシーン,てっこうせき,神秘の鋼線,魔法の迷宮に封じられた最強のからくり兵器。両手の剣をブン回し破壊と絶望を振りまく。,かつては命令してくる 小うるさい操縦役がいたが うっかり踏みつぶして以来 自由気ままにやっている。,1685.webp
1686,破壊神フォロボス,あやかしそう,きんかい,魔法の迷宮に封じられた異世界の魔神。魔空５兄弟の真ん中で 最強と呼ばれている破壊と殺りくの権化。,かつてゼーアスを侵略した際は 神の書 に封印された。今は 魔法の迷宮に封じられているが 気分的には慣れたものである。,1686.webp
1687,ヘルクラウダー,いかずちのたま,こんじきの雲,魔法の迷宮に封じられた風と雲をあやつる魔神。あらゆる敵をなぎ払うその脅威度はまさに天災級！,フロストギズモが突然変異して この姿になったとのウワサだが 本人ノーコメントのため 真偽は明らかになっていない。,1687.webp
1688,ベビークラウド,,,魔法の迷宮に封じられたヘルクラウダーのしもべ。集団での戦闘を得意とする油断できない雲の子供。,ヘルクラウダーに統率され 忠実に従っているようだが じつは虎視眈々と下剋上を狙う 見た目によらぬ野心家である。,1688.webp
1689,鉄鬼軍王キラゴルド,グリーンアイ,きんかい,魔法の迷宮に封じられた黄金に輝くゴージャスな魔獣。他者を黄金に変えるという恐るべき魔法の使い手だ。,こう見えて じつは女性で しかも妹属性持ちだという。ワガママを言われたら思わず 聞いてあげたく…ならないか。,1689.webp
1690,黄金兵長,,,キラゴルドにこき使われる黄金の鎧をまとった兵士。その正体はある海賊集団の首領の成れの果てだとか。,ワガママ放題なキラゴルドの 命令にいつも困らされている。黄金の食事を作れとの命令には 具無しチャーハンで対応した。,1690.webp
1691,アトラス強,ウルベア銀貨,ウルベア金貨,魔法の迷宮に 不死身のまま封印されし アトラス。何者かの妖術により 強化され迷宮に再臨する。,棍棒には強いこだわりがあり なじみのセレクトショップで 一流の棍シェルジュが選んだ 逸品しか手にしないという。,1691.webp
1692,バズズ強,ウルベア銀貨,きんかい,魔法の迷宮に 不死身のまま封印されし バズズ。何者かの妖術により 強化され迷宮に再臨する。,不死の魔王から じきじきに 手ほどきを受けたという バズズの魔術の実力は 魔法の迷宮でトップクラスだ。,1692.webp
1693,ベリアル強,ウルベア銀貨,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし ベリアル。何者かの妖術により 強化され迷宮に再臨する。,全身黄色の体色は 大悪魔としてハクをつけようと 黄金ボディを目指した結果 あえなく失敗したとのウワサ。,1693.webp
1694,ドラゴンガイア強,ゴールドストーン,ドラゴンの皮,魔法の迷宮に 不死身のまま封印されし ドラゴンガイア。何者かの妖術により 強化され迷宮に再臨する。,左手に持つ竜玉の妖しい輝きは 彼らの強さのバロメーター。修行を重ねるほどに一層明るく 輝きを放つようになるという。,1694.webp
1695,アクバー強,ウルベア銀貨,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし アクバー。何者かの妖術により 強化され迷宮に再臨する。,かつては魔王の右腕として 狭間の世界に君臨したが 今ではデュランと立場逆転。密かに捲土重来を狙っている。,1695.webp
1696,デュラン強,ぶどうエキス,いかずちのたま,魔法の迷宮に 不死身のまま封印されし デュラン。何者かの妖術により 強化され迷宮に再臨する。,戦うに値すると認める強者は ただでさえ少ないのに 不可抗力で強くなってしまい さらに不満がたまる結果に。,1696.webp
1697,バラモス強,きんかい,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし バラモス。何者かの妖術により 強化され迷宮に再臨する。,何度倒しても復活する敵への 対抗策としてハラワタを喰らう 戦略を研究会で提唱しているが いまだ実証には至っていない。,1697.webp
1698,バラモスブロス強,きんかい,ときのすいしょう,魔法の迷宮に封じられたいにしえの三悪魔の一角。何者かの妖術により 強化され迷宮に再臨する。,兄とは不仲なのかと思いきや バカにされると ハラワタが 煮えくり返るほど怒りだす。なんだかんだで兄想いな奴。,1698.webp
1699,キングヒドラ強,ゴールドストーン,きんかい,魔法の迷宮に 不死身のまま封印されし キングヒドラ。何者かの妖術により 強化され迷宮に再臨する。,歌えば ひとり合唱団と呼ばれ 5頭の息の合ったハーモニーで 魔界に一大アカペラブームを 巻き起こしたことすらある。,1699.webp
1700,グラコス強,ゴールドストーン,幻獣のホネ,魔法の迷宮に 不死身のまま封印されし グラコス。何者かの妖術により 強化され迷宮に再臨する。,玄孫グラコス５世のことは 一応頼りにしつつも 若いモンには負けないと ついつい気張ってしまう。,1700.webp
1701,グラコス５世,ゴールドストーン,幻獣のホネ,グラコスの玄孫にあたる五代目の海魔の王。こんな世代差デュオが組めるのも長命な魔族ならではと言える。,ご先祖グラコスのことは 一応尊敬しているが 戦えば自分の方が上だと 自負するプライドの高いヤツ。,1701.webp
